configuration_index,test_trial_id,simulation_status,failure_reason,requested_duration_s,reached_duration_s,simulation_runtime_s,rhs_evaluations,simulated_samples,simulated_x0_rms_uv,compared_samples,x0_rmse_uv,trajectory_rmse_uv
1,2,success,,14.192,14.192,8.580406352877617,22920,3549,56.04692760672524,3549,68.7328046231091,68.71520336248379
1,3,success,,14.192,14.192,8.58590909652412,22946,3549,38.86231501317098,3549,49.58443455424576,49.578286463590885
1,4,success,,14.084,14.084,7.644550576806068,20232,3522,8.673986683797482,3522,28.51436606587216,28.512449636785274
1,312,success,,14.192,14.192,8.243202729150653,22092,3549,24.022071492879032,3549,42.1845603783227,42.17823131474349
1,620,success,,14.192,14.192,8.680182402953506,22786,3549,9.742619266267141,3549,41.374465409738136,41.37369891755155
1,622,success,,14.192,14.192,8.830257289111614,23091,3549,47.53625046769087,3549,60.18954658217272,60.18476605524981
1,778,success,,14.192,14.192,8.173435809090734,21778,3549,32.610827602853036,3549,46.48713934319889,46.48030670205892
1,1088,success,,14.196,14.196,8.196760520339012,21438,3550,54.622309513222454,3550,69.43580562271433,69.41686670647282
1,1244,success,,14.084,14.084,8.479208966717124,22675,3522,38.66461279790084,3522,52.709289560686116,52.69835109087378
2,2,success,,14.192,14.192,8.477785287424922,22687,3549,56.359632092558456,3549,69.0377352948994,69.03898504406386
2,3,success,,14.192,14.192,8.38275339268148,22419,3549,39.2687755561196,3549,48.774209581389385,48.76133806022894
2,4,success,,14.084,14.084,7.576167536899447,20334,3522,8.764737610650203,3522,28.180454138237295,28.172937783542135
2,312,success,,14.192,14.192,7.723949890583754,20847,3549,24.195670842122563,3549,42.16497513640941,42.16392190660014
2,620,success,,14.192,14.192,7.615566466003656,20048,3549,9.827386710580559,3549,40.936419124059455,40.93611320182013
2,622,success,,14.192,14.192,8.46564694866538,22154,3549,48.0299164702616,3549,60.40403416185316,60.38845612493659
2,778,success,,14.192,14.192,7.983467139303684,21460,3549,32.79617696211121,3549,48.92496390215745,48.92340478982473
2,1088,success,,14.196,14.196,7.680321732535958,20452,3550,55.09220650233777,3550,72.07466559200141,72.07502177413632
2,1244,success,,14.084,14.084,7.748252671211958,20700,3522,39.080776888137926,3522,53.049235204462576,53.051778869640664
3,2,success,,14.192,14.192,8.086482653394341,20490,3549,64.26955643650247,3549,76.53985755760532,76.53847512446487
3,3,success,,14.192,14.192,8.427767088636756,20182,3549,47.0509307387353,3549,56.05908704705471,56.03982733485181
3,4,success,,14.084,14.084,7.56514224037528,19066,3522,10.47146329955434,3522,29.201134673830396,29.193728064896746
3,312,success,,14.192,14.192,7.826592408120632,19891,3549,27.92640477984667,3549,44.7722630164406,44.77101041131058
3,620,success,,14.192,14.192,8.028673244640231,19784,3549,11.520975404460398,3549,41.58736332786717,41.58824509634161
3,622,success,,14.192,14.192,8.144988281652331,20297,3549,57.53058996855251,3549,69.1216585501249,69.10640562904348
3,778,success,,14.192,14.192,8.037523472681642,20376,3549,37.450107043536676,3549,50.44016393456681,50.43633506123795
3,1088,success,,14.196,14.196,8.234583031386137,20536,3550,64.99563930087963,3550,78.23386514541389,78.22788341323773
3,1244,success,,14.084,14.084,8.415952760726213,20524,3522,46.77869759020315,3522,58.075803660696174,58.0762916683516
4,2,success,,14.188,14.188,7.0510124154388905,18204,3548,52.613574784699914,3548,65.14665925709382,65.12450790240831
